WKT,id,id2,sportpark,sportparkFunctioneleNaam,objecttype,objectsubtype,veldindeling,sportfunctie,jaarVanActiviteit,soortOndergrond,oppervlakte,omtrek
"MULTIPOLYGON (((4.80155996953916 52.3348654644278,4.80155483972686 52.3348658523355,4.80154978462479 52.3348665126481,4.80154484270522 52.3348674403405,4.80154005157907 52.3348686283522,4.80153544770965 52.3348700676418,4.8015310661351 52.3348717472556,4.80152694020183 52.3348736544105,4.80152310131066 52.3348757745921,4.80151957867785 52.3348780916645,4.80151639911276 52.3348805879934,4.80151358681383 52.3348832445803,4.8015111631844 52.334886041207,4.80150914666979 52.3348889565895,4.80150755261697 52.3348919685401,4.80150639315775 52.3348950541357,4.80150567711634 52.3348981898935,4.8015054099424 52.3349013519483,4.80150559366934 52.3349045162349,4.80150622689902 52.3349076586712,4.80150730481223 52.3349107553414,4.80150881920553 52.3349137826781,4.80151075855352 52.3349167176411,4.80151310809667 52.3349195378937,4.80151584995359 52.3349222219721,4.80151896325714 52.3349247494488,4.80152242431323 52.3349271010882,4.80152620678115 52.3349292589927,4.80153028187401 52.3349312067394,4.8015346185779 52.3349329295048,4.8015391838878 52.3349344141775,4.80154394305894 52.3349356494583,4.80154885987106 52.334936625946,4.80155389690416 52.3349373362087,4.80155901582331 52.334937774841,4.80156417767036 52.3349379385047,4.80156934316043 52.3349378259541,4.80157447298094 52.3349374380458,4.80157952809072 52.3349367777321,4.80158447001731 52.3349358500384,4.80158926114952 52.3349346620249,4.80159386502392 52.3349332227332,4.80159824660217 52.3349315431172,4.80160237253779 52.3349296359597,4.80160621142984 52.3349275157756,4.80160973406209 52.3349251987006,4.80161291362514 52.3349227023692,4.80161572592064 52.3349200457799,4.80161814954536 52.3349172491511,4.80162016605411 52.3349143337667,4.80162176010009 52.3349113218148,4.80162291955174 52.3349082362179,4.80162363558502 52.3349051004595,4.80162390275058 52.3349019384044,4.8016237190152 52.334898774118,4.80162308577734 52.3348956316823,4.8016220078564 52.3348925350131,4.80162049345611 52.3348895076779,4.80161855410204 52.3348865727166,4.80161620455392 52.334883752466,4.80161346269328 52.3348810683899,4.8016103493874 52.3348785409157,4.8016068883304 52.3348761892789,4.80160310586307 52.3348740313769,4.80159903077223 52.3348720836327,4.80159469407179 52.3348703608697,4.80159012876658 52.3348688761991,4.80158536960132 52.3348676409202,4.80158045279603 52.334866664434,4.80157541577051 52.3348659541724,4.80157029685945 52.3348655155408,4.8015651350208 52.3348653518774,4.80155996953916 52.3348654644278)))","3189646",{80837424-5379-470D-98F0-673AD4155E8B},Sportpark Sloten,Sportpark Sloten 02,Sportveld (begroeid),Gras- en kruidachtigen,SPW-SLO-GOLF-03,Golf,0,Gras,51.16797,25.36541
"MULTIPOLYGON (((4.79592663204637 52.3661148719782,4.79541601002712 52.3670816457427,4.79573225712035 52.367148477559,4.79617081463288 52.367237756702,4.79640607919185 52.3672843848206,4.79640821805278 52.3672739872451,4.79641061713592 52.3672628256556,4.7964150001633 52.3672528984662,4.79642540636467 52.3672413176462,4.79643202730619 52.3672368245949,4.79643788922729 52.3672357252943,4.79644388536081 52.367234942915,4.79644997007268 52.3672344834114,4.7964560970547 52.3672343502806,4.79695633215018 52.3663446948521,4.79592663204637 52.3661148719782)))","3203511",{35BB1170-21E6-4133-8AAD-22DA9A25047E},Sportpark Ookmeer,Sportpark Ookmeer 06,Sportveld (begroeid),Gras- en kruidachtigen,SPW-OOK-20,Voetbal,2019,Gras,8242.42237,370.8744
"MULTIPOLYGON (((4.80478919601743 52.3710496070222,4.80481984136616 52.3710336774956,4.80484901324102 52.3710167432073,4.80487662188847 52.3709988564622,4.80490258638385 52.3709800699036,4.80492682858271 52.3709604400743,4.80494926857892 52.3709400224999,4.80496984499381 52.3709188822474,4.80498849587046 52.3708970829742,4.8050051645485 52.3708746910485,4.80501980147061 52.3708517732038,4.80503236256834 52.3708283984455,4.80545939242385 52.3698638987888,4.80531944303321 52.3698403910973,4.80529371760215 52.3698985773139,4.80526795274035 52.3698632257607,4.80523729897142 52.369829367368,4.80520198510809 52.3697972548572,4.8051622747447 52.3697671279177,4.8051184642895 52.3697392114181,4.8050708807521 52.3697137137278,4.8050198793026 52.3696908251618,4.80496584062059 52.3696707165603,4.80490916805387 52.3696535380136,4.80485028460788 52.3696394177419,4.80478962978867 52.3696284611385,4.80472765632262 52.3696207499832,4.80466395385783 52.3696163041985,4.80459986019054 52.3696152874784,4.80453586703098 52.3696177076227,4.80447246531839 52.3696235460648,4.80441014145496 52.3696327580135,4.80434937357467 52.369645272797,4.80429062787534 52.369660994405,4.80423435504248 52.3696798022248,4.80418098679183 52.3697015519672,4.80413093255757 52.3697260767728,4.8040845763513 52.3697531884923,4.80404227381599 52.3697826791296,4.80398277470052 52.3697727241909,4.80361916788019 52.3705939696276,4.80346259516048 52.3709475855352,4.80360229921239 52.3709709593824,4.8036552128769 52.3708732984431,4.80365868609303 52.3708782857985,4.80366224776257 52.3708832466265,4.80367200429637 52.370898395555,4.80367954326062 52.370916987893,4.80369122475368 52.3709320902072,4.80370088776654 52.3709449258611,4.80371050790738 52.3709610209969,4.80372545330889 52.3709771423758,4.80374163752072 52.3709925176206,4.80375777886958 52.3710111523458,4.80377357655511 52.3710247704615,4.80379789744828 52.3710444484705,4.80382104551612 52.3710598580188,4.80384216190871 52.3710740038236,4.8038649168585 52.3710881576977,4.80390808438556 52.3711076777937,4.80397203460716 52.3711355748606,4.8040552971657 52.3711590535927,4.80411084953423 52.371171362989,4.80420408852269 52.371183857939,4.80426098520627 52.3711873977858,4.80430890283616 52.3711883859427,4.80436918864503 52.3711834170701,4.80442948761745 52.3711774452491,4.8044838257642 52.371170527883,4.80452764113161 52.3711588716718,4.80457492389463 52.3711458148396,4.80462017162051 52.3711317449922,4.80465435913887 52.3711176207082,4.80468031439929 52.3711064648589,4.80470711855266 52.3710930564695,4.80473313305057 52.3710773874782,4.80475716944177 52.3710644838361,4.80478919601743 52.3710496070222),(4.80409643113749 52.3710299552171,4.80404971801003 52.3710160236524,4.80400520225632 52.370999616639,4.80396323313548 52.3709808629028,4.80392414105125 52.3709599102418,4.80388823139041 52.370936922508,4.80385578586984 52.3709120800472,4.803827059028 52.3708855777555,4.80382080537005 52.3708790623536,4.80381477778467 52.3708724676103,4.80380897895741 52.370865796464,4.80380341064126 52.3708590508539,4.80379807621905 52.3708522347975,4.80379297806824 52.3708453513323,4.80378042548269 52.3708264969368,4.80376963934993 52.370807237301,4.80376065435963 52.3707876343705,4.8037534994407 52.3707677512994,4.80374819755149 52.3707476519366,4.8037447657419 52.3707274009273,4.80374321148881 52.3707070626442,4.80374354299377 52.3706867031348,4.80374575918844 52.370666387852,4.80374985233834 52.3706461845371,4.80375580943913 52.3706261556683,4.80376361134172 52.3706063656199,4.804046193596 52.369969257607,4.80405289759399 52.3699552714385,4.80406052291466 52.3699414632283,4.80406905700596 52.3699278557047,4.80407848752101 52.3699144689795,4.80408879753842 52.3699013274577,4.80409997008138 52.3698884527777,4.80411199279854 52.3698758668839,4.8041248379662 52.3698635891847,4.80417837069416 52.3698211791384,4.80424602357163 52.3697854048863,4.80434820332621 52.3697407737308,4.80448129025369 52.3697133453238,4.80461743007549 52.3697029825003,4.8047369346918 52.3697115943565,4.8047150679758 52.3697546150419,4.80461369206318 52.3697380685095,4.80423455202085 52.3698478467765,4.8040259574559 52.3703214811423,4.80404272586859 52.3703235697031,4.80421513798917 52.369930183841,4.80461160348997 52.369998457671,4.80461009405803 52.3700042173951,4.80466239446994 52.3700145045718,4.80479522217747 52.3697219880838,4.80479823912461 52.36972258713,4.80483712636555 52.3697314722571,4.80487489063215 52.3697420172031,4.80491134310983 52.3697541692455,4.80494629777347 52.369767866032,4.80497958399202 52.3697830403497,4.80501103537565 52.3697996163467,4.80503684913477 52.369815160329,4.80506104824557 52.3698316488315,4.80508354064786 52.3698490191284,4.80510424208819 52.3698672063738,4.80512307224861 52.3698861402446,4.8051399594831 52.3699057487025,4.805141028457 52.3699070931751,4.80514123543117 52.3699109438325,4.80491971552641 52.3704078739983,4.80490213436364 52.3704052800733,4.80486183464908 52.3704949741919,4.80487000421763 52.3704967695945,4.80487858588612 52.3704983789642,4.80472978167723 52.370833458139,4.80433164858488 52.3707668063799,4.80433176060622 52.370758281578,4.80427943962481 52.3707494986323,4.80414951822829 52.3710422131437,4.80414497513824 52.3710413020286,4.80409643113749 52.3710299552171),(4.80468869585939 52.3709049692646,4.80469691488677 52.370903003737,4.8046571579558 52.3709980914823,4.80464397059899 52.3710040444917,4.80458142940655 52.3710247993821,4.80448118191896 52.3710468731367,4.80439666521217 52.371056486959,4.80432863274305 52.3710586595054,4.80427047765605 52.3710573702057,4.8042041759963 52.3710525303234,4.80422194750025 52.371009489575,4.80433311129275 52.3710295950553,4.80468869585939 52.3709049692646),(4.80468438485662 52.3709836821953,4.80489548927653 52.3705057964136,4.80491510546624 52.3705094033308,4.80495900377623 52.3704108254197,4.80494183882222 52.3704077320561,4.8051497133414 52.3699258179682,4.80516495010648 52.3699509674463,4.80518007503312 52.3699846417265,4.80499006981703 52.3704159931065,4.80496883489008 52.3704108737669,4.80492738122037 52.3705104666872,4.80494291427286 52.3705130505358,4.8047586393522 52.3709444296949,4.80468438485662 52.3709836821953),(4.80478350714617 52.3709224864094,4.80496824555304 52.3705181900246,4.80498133399028 52.3705197588634,4.80503176649644 52.3704227175327,4.80500886671515 52.3704195959795,4.80518875123905 52.3700102604408,4.80519496969718 52.3700358670723,4.80519599630161 52.3700825108205,4.80518894879908 52.3701200880317,4.80489165790346 52.370797645545,4.80486317740697 52.3708451471427,4.80482736293743 52.3708896037105,4.80479423665358 52.370916521294,4.80478511934643 52.3709245003056,4.80478350714617 52.3709224864094)),((4.80399040416517 52.3702369927637,4.80397241349697 52.3702343966828,4.80378410654206 52.3706602381096,4.80380538102324 52.3706623489081,4.80399040416517 52.3702369927637)),((4.80384052787959 52.3707777397397,4.80400462016144 52.3704020534731,4.80399154498044 52.3703994816084,4.80382622204956 52.3707752871666,4.80384052787959 52.3707777397397)))","3244178",{454C29C8-69B6-4034-800C-8592C3188363},Sportpark Ookmeer,Sportpark Ookmeer 05,Sportveld (verhard),Kunststofverharding,SPW-OOK-29,Atletiek,2015,Kunstrubber — cpdm (tartan),6951.40493,1871.48278
"MULTIPOLYGON (((4.93828404438276 52.315946800858,4.93841444349467 52.3158038236014,4.93839230926893 52.3157969448667,4.9382860703923 52.3157607883684,4.93815689255443 52.3159033387072,4.93828404438276 52.315946800858)))","3323138",{49E4E081-9DD6-4805-A7C5-54F36753F578},Sportpark Strandvliet,Sportpark Strandvliet,Sportveld (verhard),Asfaltverharding,SPO-STRAND-10,Tennis,2019,Asfalt,180.70674,56.27325
"MULTIPOLYGON (((4.80261695007529 52.3375173875251,4.80307388979046 52.3372388552078,4.80281197928196 52.3370772730589,4.80235463967279 52.3373549755164,4.80261695007529 52.3375173875251)))","3354037",{39174F5E-C428-471C-AF3C-812160958F0A},Sportpark Sloten,Sportpark Sloten 02,Sportveld (verhard),Asfaltverharding,SPW-SLO-16,Handbal,2014,Asfalt,1114.39003,138.58013
"MULTIPOLYGON (((4.85523598187241 52.3317927896528,4.85547937674457 52.3317983418838,4.85550009931057 52.3314681241654,4.85525585824062 52.331462635869,4.85523598187241 52.3317927896528)))","3362813",{484DD5FD-3E89-4487-BDB1-B3EB6E1AD592},Sportpark Amstel (Tennispark),Sportpark Amstel (Tennispark),Sportveld (verhard),Halfverharding,SPZ-AMSTEL-06,Tennis,0,Gravel,611.42203,106.79016
"MULTIPOLYGON (((4.79989390974403 52.3684894061954,4.79877294840032 52.3684866089182,4.79872856583906 52.3695021245769,4.7992649899664 52.369509856625,4.7998364368563 52.3695146219319,4.79989390974403 52.3684894061954)))","3388646",{024E97E9-75B0-44AF-B15E-B3C27FBB0A71},Sportpark Ookmeer,Sportpark Ookmeer 03,Sportveld (begroeid),Gras- en kruidachtigen,SPW-OOK-17,Voetbal,2013,Gras,8626.98554,378.9842
"MULTIPOLYGON (((4.9484143597629 52.3490616742158,4.94949376300396 52.3483899100533,4.94875562362307 52.3479419910444,4.94766505185112 52.3486155032311,4.9484143597629 52.3490616742158)))","3393786",{26984EF1-43DF-4FFA-B18C-0CB53B15FB33},Sportpark Middenmeer-Voorland,Sportpark Middenmeer-Voorland 02,Sportveld (verhard),Kunststofverharding,SPO-MIDD-11,Voetbal,2015,Kunstgras — rubber,7469.87597,352.41433
"MULTIPOLYGON (((4.84823215495695 52.3205730478417,4.84762585472929 52.3201890383098,4.8465768336627 52.3208120221138,4.84718134879423 52.3211871848066,4.84823215495695 52.3205730478417)))","3403814",{EEF852ED-93CF-44F6-A3E4-445A8B74B924},Sportpark Amsterdamse Bos,Sportpark Amsterdamse Bos 01,Sportveld (verhard),Kunststofverharding,SPZ-AMSTER-20,Hockey,2016,Kunstgras — water,5864.16898,316.71927
"MULTIPOLYGON (((4.86927147992264 52.3591499975445,4.86903031693929 52.3590751334175,4.86898804441241 52.3591249202509,4.86896094929904 52.3591572474059,4.86883736460717 52.3593062624313,4.86881507273758 52.3593332988261,4.86877631116509 52.3593803237434,4.86901752710922 52.3594538211206,4.8690213745335 52.3594550327654,4.86927147992264 52.3591499975445)))","3405011",{D2F0AF17-4185-46CE-9DDB-8B199F5EB8F2},Sportpark Vondelpark (Tennis Festina),Sportpark Vondelpark (Tennis Festina),Sportveld (verhard),Halfverharding,SPZ-VOND-03,Tennis,0,Gravel,706.5335,113.15673
"MULTIPOLYGON (((4.88516092329416 52.3202410621024,4.88518363863694 52.3198525091882,4.88521376239973 52.3192587458812,4.88421874124549 52.319241699925,4.8841663393567 52.3202257398566,4.88516092329416 52.3202410621024)))","3431506",{50BE406E-084F-4CAD-B895-0BD4D1F7DEDF},Sportpark 't Loopveld,Sportpark 't Loopveld 01,Sportveld (begroeid),Gras- en kruidachtigen,SPZ-LOO-04,Voetbal,2013,Gras,7433.09617,354.6071
"MULTIPOLYGON (((4.84551567271846 52.3391155521489,4.8457554724507 52.3391177540811,4.84575764261315 52.3387919342536,4.84551966120899 52.3387886361356,4.84551567271846 52.3391155521489)))","3446444",{58F95FF7-C0C7-43D3-ACD0-50DF0AB2AF69},Sportpark Jaagpad,Sportpark Jaagpad,Sportveld (verhard),Halfverharding,SPZ-JAAG-02,Tennis,2018,Gravel,591.28358,105.19609
"MULTIPOLYGON (((5.02984253927091 52.3174484445927,5.03136123983687 52.3176837874085,5.0316165139351 52.3170652240372,5.03009567792941 52.3168303175378,5.02984253927091 52.3174484445927)))","3495791",{5177D378-87A0-406E-8CBB-21777A03C7F4},Sportpark Papelaan,Sportpark Papelaan 01,Sportveld (verhard),Kunststofverharding,SPO-W-PAPE-02,Voetbal,0,Kunstgras - TPE,7582.91659,355.65447
"MULTIPOLYGON (((4.86690137973352 52.3492047292822,4.8671232902159 52.348584778984,4.86558896195281 52.3483790108446,4.86536860645058 52.3489968728279,4.86690137973352 52.3492047292822)))","3496483",{933534A8-FA9E-425B-A6CE-1538457FE53E},Sportpark Olympiaplein,Sportpark Olympiaplein,Sportveld (verhard),Kunststofverharding,SPZ-OLYM-02,Voetbal,2018,Kunstgras — kurk,7542.35359,354.97626
"MULTIPOLYGON (((4.95324267934334 52.3590575558801,4.95349085254762 52.3590492488305,4.95347785196833 52.3588984594956,4.95347669195041 52.3588849736952,4.95346242570545 52.3587195028013,4.95321493106295 52.3587278131472,4.95324267934334 52.3590575558801)))","3525975",{4AEA1587-7D69-43B0-8234-03CCD399D321},Sportpark Valentijnkade (Tie Breakers),Sportpark Valentijnkade (Tie Breakers),Sportveld (verhard),Halfverharding,SPO-VALE-02,Tennis,2017,Gravel,621.18774,107.29429
"MULTIPOLYGON (((4.89214238699644 52.3183486525618,4.89210743025289 52.3174648160955,4.89125770175364 52.3174778753614,4.89129281758553 52.3183617127929,4.89214238699644 52.3183486525618)))","3548354",{6831280C-50B2-49C6-866B-72AD6386F6E2},Sportpark 't Loopveld,Sportpark 't Loopveld 03,Sportveld (verhard),Kunststofverharding,SPZ-LOO-17,Hockey,2013,Kunstgras — semi-water,5700.60875,312.64028
"MULTIPOLYGON (((4.78513312851671 52.3823286963014,4.78542832286565 52.382331255345,4.78543012525904 52.3822409358977,4.78513782398431 52.3822376858736,4.78513312851671 52.3823286963014)))","3549210",{F4533F48-196E-4A18-9D68-C7857F6D7D33},Sportpark De Eendracht,Sportpark De Eendracht 01,Sportveld (verhard),Kunststofverharding,SPW-EEND-25,Padel,0,Kunstgras — keramisch zand (smashcourt),201.8326,60.18742
"MULTIPOLYGON (((4.79713879126274 52.3662270079421,4.79718194341645 52.3662357973588,4.79814299582632 52.3664314657151,4.79864401386327 52.3654979339864,4.79764616290689 52.3652973857365,4.79713879126274 52.3662270079421)))","3572167",{F5A41D9A-8B10-422B-9F5B-CDFB214969D8},Sportpark Ookmeer,Sportpark Ookmeer 06,Sportveld (verhard),Kunststofverharding,SPW-OOK-25,Voetbal,2007,Kunstgras — kurk,7840.98264,362.00403
"MULTIPOLYGON (((4.84944692520672 52.340019126517,4.8496747677065 52.3400499780317,4.84979132963081 52.3397242990027,4.84956473785874 52.3396935319934,4.84944692520672 52.340019126517)))","3627528",{74503170-126A-4544-B065-37295245D385},Sportpark Zuid,Sportpark Zuid,Sportveld (verhard),Kunststofverharding,SPZ-ZUID-07,Tennis,2005,Top Clay (clay tech),588.4355,105.92368
"MULTIPOLYGON (((4.87063688487821 52.3872840578996,4.87062931294049 52.387430154399,4.87111265983002 52.3874379137316,4.87112050650208 52.3872928781665,4.87063688487821 52.3872840578996)))","3639633",{D022E8B4-BE9D-4EAE-9C03-F090C1A8E406},Sportpark Westerpark,Sportpark Westerpark,Sportveld (verhard),Kunststofverharding,SPW-WEST-03,Korfbal,2016,Kunstgras — zand,533.59082,98.26571
"MULTIPOLYGON (((4.84439807419603 52.3385644254551,4.84440001255767 52.3384977193667,4.84412831445969 52.3384950972331,4.84412635886549 52.338563178806,4.84439807419603 52.3385644254551)))","3665682",{40C031A1-7D5E-4853-90CD-47ABB9395FBF},Sportpark Jaagpad,Sportpark Jaagpad,Sportveld (verhard),Kunststofverharding,SPZ-JAAG-16,Padel,0,Kunstgras — zand,138.88526,52.0378
"MULTIPOLYGON (((4.93540856291537 52.3895774683923,4.93547450974911 52.3897279869196,4.93599671669897 52.3896423298245,4.93593053872683 52.3894913093007,4.93540856291537 52.3895774683923)))","3735130",{B1F60D02-BE28-484C-A1E4-6D802CCF8F17},Sportpark W.H. Vliegenbos,Sportpark W.H. Vliegenbos,Sportveld (verhard),Kunststofverharding,SPN-VLIE-04,Tennis,2009,Kunstgras — keramisch zand (smashcourt),639.20964,108.34412
"MULTIPOLYGON (((4.88421874124549 52.319241699925,4.88404736081926 52.3192389681098,4.8839992170945 52.320221119646,4.8841663393567 52.3202257398566,4.88421874124549 52.319241699925)))","3773804",{805DACB3-AF32-4CA9-A849-7A9F09A44D1F},Sportpark 't Loopveld,Sportpark 't Loopveld 01,Sportveld (begroeid),Gras- en kruidachtigen,SPZ-LOO-99,Cricket,2013,Gras,1263.68159,241.97029
"MULTIPOLYGON (((4.85068189426967 52.3401870343261,4.85092223883361 52.3402197380717,4.85104029365713 52.3398937194986,4.85080126597059 52.3398613065311,4.85068189426967 52.3401870343261)))","3793789",{BC557080-0100-43FA-BCA6-96856AEC5628},Sportpark Zuid,Sportpark Zuid,Sportveld (verhard),Kunststofverharding,SPZ-ZUID-12,Tennis,2005,Top Clay (clay tech),621.58296,107.76346
"MULTIPOLYGON (((4.91448883402595 52.4132730671942,4.91369418295702 52.4134624269725,4.91421930882051 52.4142859210069,4.91501308752557 52.4140968418304,4.91448883402595 52.4132730671942)))","3804660",{B2CE88DC-8A58-4000-A2B0-4977851B099E},Sportpark Kadoelen,Sportpark Kadoelen 02,Sportveld (verhard),Kunststofverharding,SPN-KAD-08,Hockey,2018,Kunstgras — zand,5703.66056,312.68742
"MULTIPOLYGON (((4.85082440927886 52.3309612744314,4.85105796423929 52.3309667604463,4.85108001104438 52.3306352202323,4.85084604556304 52.3306289913289,4.85082440927886 52.3309612744314)))","3858229",{3BB91B69-04AA-479E-A192-C9A31B1FE4D4},Sportpark Amstel (Tennispark),Sportpark Amstel (Tennispark),Sportveld (verhard),Halfverharding,SPZ-AMSTEL-15,Tennis,0,Gravel,589.42667,105.81561
"MULTIPOLYGON (((4.8655104818366 52.3594768422934,4.8657456469047 52.3595384807543,4.86594455826591 52.3592414218851,4.86583691299981 52.3592124027453,4.86573844324262 52.3591858506186,4.86570864778379 52.3591778170343,4.8655104818366 52.3594768422934)))","3864555",{296BEDD6-A331-4E14-ADDA-86AAB290A9CA},Sportpark Kattenlaan,Sportpark Kattenlaan,Sportveld (verhard),Halfverharding,SPZ-KATT-02,Tennis,0,Gravel,626.3184,106.61343
